Name,Description,Phone,Email,Location
studio wok,"['\xa0was founded in 2012 in Milan by Marcello Bondavalli, Nicola Brenna and Carlo Alberto Tagliabue.\xa0The office focuses\xa0its\xa0research on architecture, design and landscape paying attention to sustainability and quality of living.', 'All the partners\xa0are involved in academic research\xa0at the Politecnico di Milano and\xa0have been invited to give lectures and to lead workshops in other italian universities and abroad.', 'The study takes part in many competitions and has received many national and international awards such as Premio FBM 2009, Young Blood 2010, AAAarchitetticercasi 2010, Europan 11.\xa0In 2012 the firm was finalist in the Young Italian Architects prize during the Biennale di Venezia.\xa0', '\xa0 has exhibited his works at the XI Triennale of Milan, at Form / Design Center in Malmö in Sweden, at the MAXXI in Rome and during the Fuorisalone at several editions of Salone del Mobile in Milan. The\xa0projects of the firms are published in several national and international specialized magazine.']",[],['info@studiowok.com'],"[""'Milan, IT'"", ""''""]"
The Miller Hull Partnership,"['Founded in 1977,The Miller Hull Partnership is an award-winning architecture firm specializing in performance-based design for buildings that actively engage their communities through simple, innovative and authentic designs. Capabilities include architecture, master planning, interior design and space planning. By continually exploring the boundaries of current thought to leverage the latest in technology, materials and cultural context, the firm is widely recognized for timeless designs that elevate the ordinary and provide lasting value for a range of public and private buildings, educational and cultural environments, and residences.\xa0', 'For more information, visit ', '.']","[""'206.682.6837'"", ""'619.220.0984'""]",[],"[""'71 Columbia'"", ""'6th Floor'"", ""'Seattle, WA, US, 998104'"", ""''"", ""'2150 West Washington Street'"", ""'San Diego, CA, US, 92110'"", ""''""]"
Architensions,"['Architensions is an architectural design studio founded in Rome as a vehicle of research and led by Alessandro Orsini and Nick Roseboro.', 'Architensions research focuses on social behaviors and architecture, both in continuous dialogue with the context and aiming at creating new experiential scenarios. We don’t produce pretty images, but we define fields of action for our projects, abstracted urban devices that interpret context and reality. Our work aspires to create the development of a thought within the discipline, hence we believe that a project whether it is built or unbuilt holds the same value.', 'The studio is a collective of professionals from different disciplines and backgrounds bringing to the pin-up wall ideas and experiences. In New York, we started in 2008 with our heads in the clouds: a room on the 45th floor of the Empire State Building. Today our main research base is in a former warehouse in Brooklyn.', 'Architensions reconnects urbanism and architecture through the design of democratic spaces capable to establish a narrative within our cities opposing the tendency of the glossy paradigm of architecture as a financial tool.']","[""'9174386831'""]",['info@architensions.com'],"[""'252 Java Street Suite 207'"", ""'Brooklyn, NY, US, 11222'"", ""''""]"
Grimshaw,"['Grimshaw was founded by Sir Nicholas Grimshaw in 1980. The practice became a Partnership in 2007 and operates worldwide with offices in New York, London, Melbourne, Sydney,\xa0Kuala Lumpur and Doha\xa0employing over 400 staff.', 'Grimshaw’s international portfolio covers all major sectors, and has been honoured with over 200 international design awards for its commitment to design excellence.', 'The company’s work is characterised by strong conceptual legibility, innovation and a rigorous approach to detailing, all underpinned by the principles of humane, enduring and sustainable design.']",,,
Griffin Enright Architects,"['The Los Angeles-based firm of Griffin Enright Architects, established in 2000 by Margaret Griffin, AIA and John Enright, FAIA, LEED AP, fuses interests in innovation and experimentation with a desire to explore cultural complexities relative to the built environment. Their versatile practice includes projects ranging from large-scale commercial and residential commissions to furniture design and gallery installations, at the local and international level.\xa0 Their work moves beyond the traditional scope of architectural practice, underscoring connections with the surrounding urban fabric and landscape by reinforcing existing conditions or creating new ones that allow architecture, urban context and landscape to be experienced in new ways.', 'Innovation and experimentation in the initial stages of program assessment informs their design concepts, as well as their choices of materials, methods of construction, and approach towards integrating landscape and environmental issues with architectural development.\xa0\xa0 Griffin Enright’s comprehensive approach to design depends on the simultaneous blurring and exploitation of distinctions between inside/outside, built form/landscape, site/urban context and theory/practice.\xa0 There is often a highly narrative approach to the way in which their buildings are experienced, with focused attention to framed views and enhanced perspectives that benefit from a planned progression through fluidly linked spaces. Inventive and strategic methods of working are matched by an emphasis on the relationship with the client, who becomes a partner in creating the inherent character of each project.', 'In addition to guiding an emergent practice, Margaret and John are educators in design and technology at SCI_Arc, where John is the chair of the undergraduate department.\xa0 This involvement in the educational realm assures that innovative and forward-thinking approaches to problem solving are integral to the approach of the firm.\xa0 The pursuit of new potential is always paramount over the discovery of a single, fixed resolution.\xa0 They are also active with non-profit and volunteer work, serving on local and state boards that support innovation in art, architecture, design, and urbanism.\xa0 With these experiences, they continue to exhibit their skill in collaboration and involvement with the architectural community at large.', 'The firm is the recipient of over forty awards for design excellence including the 2006 American Architecture Award from the Chicago Athenaeum. The firm’s work has also been published and exhibited extensively in national and international publications and exhibitions and their project ‘Vertical Garden – Schindler’s Paradox Box’ is part of the permanent collection at the MAK (Museum for Applied Art / Contemporary Art) in Vienna, Austria.']",,,
Office Feuerman,"['Office Feuerman is a design office that thrives on engaging and collaborating with clients and partners to find thoughtful design solutions, looking at everyday issues, challenges, and constraints as a means for design invention.', 'Based in Sydney, Office Feuerman works at a range of scales--from installations to furniture, from building design to urban scale research initiatives. Our work has been featured and recognized in national and international publications and exhibitions.']",[],['info@officefeuerman.com'],"[""'61 Marlborough Street'"", ""'Surry Hills'"", ""'Sydney, AU, 2010'"", ""''""]"
Laney LA,"['Get a glimpse of our studio culture by watching our video:\xa0', 'Laney LA is a full service architecture and design studio made up of a team talented of architects and designers with a broad range of experience across multiple disciplines. Our studio works on a range of projects at multiple scales and media. From custom homes to multi family projects to mobile apps, we do not shy away from challenging opportunities to uncover rich solutions.', ""Laney LA is driven by a desire to provide creative solutions that are on the forefront of the practice, while exceeding client expectations. We utilize the latest digital tools to expand the avenues for great design. Our studio is highly collaborative and each team member's strengths are celebrated in the work. And we have fun while doing it."", 'Founded in 2013 by Anthony and Krista Laney, the studio is rapidly growing and \xa0operates from Hawthorne, California and Sydney, Australia.']","[""'213.444.1398'""]",['yes@laney.la'],"[""'13110 Hawthorne Blvd. Unit A'"", ""'Hawthorne, CA, US, 90250'"", ""''""]"
Delawie,"['Delawie, founded in 1961, is a leading sustainable and high-performance architecture firm headquartered in San Diego, California. The firm’s four Principals, M. Andrew Rodrigues, AIA, Paul E. Schroeder, AIA, Associate DBIA, Frank Ternasky, AIA, LEED AP, and Michael Asaro, AIA LEED AP BD+C, mentor over 50 design professionals, leveraging the firm’s size and experience to provide design services to clients with projects of varying scope, size and complexity.', 'Delawie’s current projects include two downtown San Diego Hotel projects—Moxy, Marriott’s newest hotel brand and Canopy by Hilton, Hilton’s new lifestyle hotel brand—and the expansion of the award-winning Pechanga Resort and Casino in Temecula, California. More information on Delawie and its services can be found at ', '.\xa0']","[""'6192996690'""]",['ajungles@delawie.com'],"[""'1515 Morena Blvd'"", ""'United States'"", ""'San Diego, CA, US, 92110'"", ""''""]"
ZCD Architects,"['Set up in 2013 by Zoe Smith, Cordula Weisser and Dinah Bornat, the practice was founded on a combined experience in designing and delivering high quality buildings creating a strong practice with new ideas.', 'The practice works on a variety of projects across the private and public sectors from small-scale bespoke projects to larger new-build developments.', 'At the heart of the way we work is a commitment to high-quality design with a social purpose. We have become known for our particular expertise in gaining planning permission and funding for new proposals in sensitive locations and on tricky, tight sites.', 'Behind our design work lies our programme of research which drives our desire to put people at the heart of developments. This has led us to a fresh approach to urban design for residential schemes where we shape new projects with a research-based view to meeting policy objectives.']","[""'020 3095 9762'""]",['info@zcdarchitects.co.uk'],"[""'Netil House,'"", ""'Westgate Street'"", ""'London, GB, E8 3RL'"", ""''""]"
MNA,"['For MNA, design is a collaborative process that is responsive without being dogmatic, resulting in fresh spaces that reflect the distinct character of each program and client. The goal of every design is clarity of concept, fluidity of space, and strength of detail.', 'MNA has built a reputation for sustaining long term relationships with clients who value the attention to detail and consistency of design that they bring to every project. MNA has developed new retail concepts for Coach, Michael Kors, West Elm, Hold Everything, Martin & Osa, Lilly Pulitzer, Polo Ralph Lauren, and Hurley among others. MNA’s work in residential design encompasses both country and city homes, with the scope of work ranging from new construction to award-winning kitchen designs.', '/']","[""'+1 212 675 2285'"", ""'+1 212 675 2287'""]",['info@mnarch.com'],"[""'127 West 24th Street'"", ""'Floor 7'"", ""'New York, NY, US, 10011'"", ""''""]"
dSPACE Studio,"['dSPACE Studio is an architecture firm dedicated to architecture, interiors, and landscape. The firm’s work is characterized by thoughtful design, innovation, and craft of construction. Project types include residential and small commercial, with a focus on urban dwellings, vacation homes, boutique restaurants, retail, and unique office spaces. Projects include new construction, renovations, and additions.', 'dSPACE Studio approaches all projects individually. Each project starts with an exploration of client needs and evolves from budget, location, and context without imposition of preconceived styles or solutions. The firm strives to integrate environmentally sustainable design with green technologies and materials, whenever possible.', '\xa0', 'dSPACE Studio is dedicated to ensuring client satisfaction by meeting mutually agreed upon project requirements and goals. The firm strives to offer exceptional service through all phases of design and construction, and is strongly committed to effective communication and attention to detail.', '\xa0']","[""'773 423 2920'"", ""'773 345 2500'""]",['info@dspacestudio.com'],"[""'2920 N Lincoln'"", ""'Chicago, IL, US, 60657'"", ""''""]"
(fer) studio,"['Founded in early 2002,', '(fer) studio, is an award winning architecture, interiors, landscape, and master planning design firm based in Los Angeles, CA.\xa0 Noted for its evocative aesthetic and eco-conscious design culture, (fer) studio operates under the direction of Principal, Christopher L. Mercier, AIA.', '(fer) is a contemporary design practice with strong interest in producing work that contributes to the larger cultural arena. We strive in creating projects in both the public and private sector that are centered around a client’s individual needs and wants, their financial expectations, as well as providing a positive, inspiring and engaging contextual dialogue. A projects final FORM being the outcome of the imaginative examination of various levels of information, derived from the local ENVIRONMENT (physical, social, economic, and cultural) through intensive study and RESEARCH resulting in an inspiring and thought-provoking occupiable space. This process produces work we feel attempts to close the gap between what are considered everyday ‘buildings’ and what one calls ‘architecture’.', 'Since its inception in 2002, (fer) \xa0has become a proficient and prolific full service architectural office capable of producing and overseeing all aspects of a project, be it large or small. The studio is comprised of a talented and diverse team of design professionals that reflect the community in which we serve. (fer) studio’s broad range of projects include urban design, civic, retail, restaurant, hospitality, commercial, educational and residential - each rooted in the firm’s philosophical foundation of providing a strong basis of design filtered through a high level of client and design team collaboration.', '\xa0', 'We believe in the value of a high level of Client and Project Team involvement in the design process. As such we have developed a design process geared toward maximizing team members participation through the use of tactile materials, numerous physical design process models, and 3D design process renderings as both communication as well as design working tools. Actually showing how space is defined and having our clients closely participate in that ‘space’ making process helps us communicate with our client and consultant team with a level of clarity that is often missing in typical projects. As a result, the client team is more engaged with the design and better informed when making decisions about the direction of a project.\xa0', '(fer) is located in a Creative/Collaborative workspace in the Artists’ District of Inglewood, California. As residents, business owners and stakeholders for more than a decade, our team especially understands the needs and the sensitivities of city and community, and offers local credibility to bring consensus among the various groups here in our region. (fer) studio is minutes away from the airport, downtown LA, Hollywood and the West Side.']","[""'310.672.4749'"", ""'310.672.4733'""]",['inquiry@ferstudio.com'],"[""'1159 East Hyde Park Boulevard'"", ""'Inglewood, CA, US, 90302'"", ""''""]"
BULLI,"['\xa0is a Real Estate Development Company comprised of highly skilled Architects and Interior Designers. We are focused on producing hospitality/ restaurant projects and high-end contemporary single-family estates. \xa0We are the in-house developer, architects, and interior designers of the restaurant, Bottega Louie, with the long-term goal of expanding the restaurant nationwide.\xa0 Other current projects include many contemporary single-family residences in Bel Air, each in excess of 30,000 sf.']","[""'(213)873-1960'""]",['careers@designbulli.com'],"[""'1100 Wilshire Blvd.'"", ""'#3705'"", ""'Los Angeles, CA, US, 90017'"", ""''""]"
Schmidt Hammer Lassen Architects,"['With more than 25 years of experience, schmidt hammer lassen architects is one of Scandinavia’s most recognised, award-winning architectural practices committed to innovative and sustainable design. The practice has offices located in Aarhus, Copenhagen, London, Shanghai and Singapore.', 'schmidt hammer lassen architects has established an international reputation for projects that interact with their urban context. The practice places particular emphasis on the use of natural light as an integral part of the design process. The functionality – meeting the specific needs of the users – is also key, as are all aspects of sustainability. Where possible, the practice will explore the vital relationship between art, design and architecture.', 'Common to all the practice’s work is a democratic approach to architecture which creates modern, open and multi-functional spaces that are consistent with schmidt hammer lassen architects’ ethical considerations – a building revolves around people and is not merely an architectonic shape.\xa0 Architecture should be closely integrated with its surroundings, with close consideration of its functions and social context. schmidt hammer lassen architects designs buildings that are essentially open to the outside world.\xa0', 'The practice has a distinguished track record as designers of high-profile cultural buildings, such as art galleries, educational complexes and libraries. Recent projects include the University of Aberdeen New Library in Scotland, The Crystal in Copenhagen, the City of Westminster College in London, and a number of construction projects and master plans in China and Eastern Europe, with a total of approximately two million square metres currently under development.', 'In Scandinavia, schmidt hammer lassen architects is best known for the prestigious extension to the Royal Library – The Black Diamond, the ARoS Aarhus Museum of Art and the Cultural Centre of Greenland in Nuuk.', 'The practice is deeply rooted in the Scandinavian architectural traditions based on democracy, welfare, aesthetics, light, sustainability and social responsibility.', 'schmidt hammer lassen architects was founded in Aarhus, Denmark, in 1986 and employs today 150 staff. The group of partners includes senior partners Morten Schmidt, Bjarne Hammer, John F. Lassen, Kim Holst Jensen and Kristian Lars Ahlmark, along with partners Chris Hardie and Rong Lu. In addition there are seven associate partners and seven associates. The day-to-day management of the practice is the responsibility of CEO, Bente Damgaard.']","[""'+45 70 20 19 00'"", ""'+45 70 20 19 07'""]",['press@shl.dk'],"[""'Njalsgade 17A'"", ""'Pakhus 2'"", ""'Copenhagen, DK, 2300'"", ""''""]"
Gresford Architects,"['Gresford Architects seek to create buildings that are thoughtful, practical, sustainable and beautiful. We are interested in how spaces make us feel, and love exploring how every single element – such as surfaces, joints, textures and light – must be carefully considered to allow the perfect marriage of the poetic and the practical.', 'Gresford Architects work with buildings of all types and ages. We have particular experience of working with listed buildings and in conservation, and treat buildings as living organisms that can adapt, change and age in their own individual ways. We also enjoy the challenges of new sites, and whatever the context we are conscious that our approach to the built environment has a fundamental impact our cultural heritage.', 'The practice was founded by Tom Gresford in 2006, and works from an open studio in Dalston, east London. Because experience tells us that our best projects are born out of imagination and collaboration, we work closely and creatively with our clients to realise their briefs, and endeavour to build successful and productive relationships between ourselves, our clients and contractors.']","[""'+44(0)20 7249 1855'""]",[],"[""'Bradbury St.'"", ""'London, GB, N16 8JB'"", ""''""]"
MOAA Architects,"['Founded in 2010, MOAA Architects are a New Zealand based architecture studio...']","[""'+64 7 8344355'""]",['office@moaa.co.nz'],"[""'Level 1'"", ""'135 Ward Street'"", ""'Hamilton City, NZ, 3204'"", ""''""]"
"Andre Kikoski Architect, PLLC","['Andre Kikoski Architect is a Manhattan-based architecture and design firm that is committed to artistry and innovation regardless of budget, genre or challenge. Our passion for material research, our detail-orientation, and our client-centric approach have won the firm projects in a wide range of categories - from exquisite private residences to award-winning arts and cultural institutions, as well as hospitality and commercial real estate projects. We routinely partner with renowned global brands to express their core identities through our work.', ""Our projects are rooted within a single concept and idea. We design with consistency, authenticity and integrity. We work in whatever style or language is best suited to our client's concept, and create spaces, buildings and objects that are inventive, unique and memorable."", 'Andre Kikoski Architect is internationally recognized as the first and only firm in history to win a perfect trifecta of three of the most prestigious design awards for a single project in a single year -- the Interior Design Magazine Best of Year Award, the James Beard Foundation Award for Outstanding Restaurant Design, and the Gold Key Award for Hospitality Excellence. We are also the recipient of the following honors: Award of Excellence from the American Institute of Architects (AIA) NY State; Award of Merit from the AIA NY State; Design Award from the AIA LA; Building Brooklyn Award; three Lumen Awards for Lighting Excellence; Finalist honors for the Conde Nast Traveler Innovation and Design Awards; the Travel and Leisure Design Awards; and the International Restaurant and Bar Awards. We are also the recipients of: a James Beard Foundation Nomination; the Edwin Guth Memorial Award from the International Association of Lighting Designers; and multiple ""Best of"" awards in New York, California and Colorado.', 'We are featured in the book New York Dozen: Gen X Architects as a cutting-edge, idea-driven firm similar to the original ""New York Five"" which included Richard Meier, Charlie Gwathmey, Peter Eisenman, Michael Graves and John Hejduk 40 years ago. Our work is also featured in over 350 books and publications such as Architectural Digest, Architectural Record, Fast Company, Interior Design, Surface Magazine, The New York Times, The Wall Street Journal, Wallpaper, and WWD.', ""Andre lectures and exhibits at The Architectural League of New York, The Center for Architecture at the NY AIA Chapter, the Guggenheim Museum, Harvard University Graduate School of Design, The New York School of Interior Design, New York University, Parsons the New School for Design, and professional conferences including IIDA and HD Expo. Andre is a member of the Executive Committee of the Alumni Council of Harvard University's Graduate School of Design and the Harvard Alumni in Real Estate."", ""Andre Kikoski AIA, LEED AP, received his Master's degree in Architecture at Harvard University, where he earned Distinctions for Innovation in Design and Technology. Prior to founding the firm, Andre trained in the offices of I.M. Pei, Richard Meier, and Peter Eisenman.""]",,,
ODA-Architecture,"['In this age of intense urban growth, ODA creates spaces that allow people to seamlessly connect in all aspects of their lives. Founded in 2007 by Eran Chen, who also serves as executive director, ODA harnesses the dynamic forces within a city and allows them to work as a catalyst, yielding pragmatic solutions that become an expression of the human condition.']",,,
Pei Cobb Freed & Partners,"['Pei Cobb Freed & Partners has been recognized for nearly six decades as one of the world’s preeminent architecture and planning practices, with over 250 projects completed in more than 100 cities across North America and around the world. The firm’s assignments have produced an exceptionally diverse portfolio of work—in scale, program, typology, and expression—completed for a wide range of clients, including major corporations, private developers, and public authorities, as well as educational, cultural, and religious institutions.', 'Working from a single studio in New York, the firm’s partners and colleagues conduct a global practice with a local focus, taking\xa0 inspiration above all else from the particularities of place and program. PCF&P’s unique combination of large firm capacity—to tackle the most difficult and complex projects, and small firm character—guided by a hands-on, collaborative, studio-based approach, generates a highly responsive design process which, in turn, produces built environments that are visually elegant, technically sophisticated, and individually tailored to their circumstances.', 'The firm has been recognized regularly with awards for the totality of its practice. In addition, individual projects designed by the firm have received more than 250 major design awards, including 24 AIA National Honor Awards and two AIA Twenty-Five Year awards—more than any other American firm with a single studio.', 'Detailed information about the firm and its work can be found on its web site at ', '.', '\xa0']","[""'212 751 3122'""]",[],"[""'88 Pine Street'"", ""'New York, NY, US, 10005'"", ""''""]"
OPEN Architecture,"['OPEN is an international team of architects, collaborating across different disciplines to practice urban design, landscape design, architectural design, and interior design, as well as the research and production of design strategies in the context of new challenges. We believe in the innovative power of architecture to transform people and the way they live, while striking a new balance between the manmade and nature.', 'OPEN was founded by LI Hu and HUANG Wenjing in New York City. It established its Beijing office in 2008. Some built and ongoing projects by OPEN include: Gehua Youth and Cultural Center, Garden School/Beijing No.4 High School Fangshan Campus, Stepped Courtyards, HEX-SYS, Tsinghua Ocean Center, Pingshan Performing Arts Center, and Tank Shanghai.', 'OPEN has been widely recognized for its innovative work, with such recent awards as the 2016 Interior Design’s Best of Year Award, the 2015 AIANY Design Award, the London Design Museum’s Design of the Year 2015 Nomination, and the Winning Prize of WA Awards for Chinese Architecture, among others, and invited participations in international exhibitions like the Venice Biennale and the inaugural Chicago Architecture Biennial.', 'Before focusing on the practice at OPEN, Li Hu was a partner at Steven Holl Architects. He founded and led SHA’s Beijing office, and was the partner-in-charge for the firm’s many award winning projects in Asia. Li was the director for Columbia University GSAPP’s Studio-X Beijing from 2009 to 2014. Huang Wenjing was a senior designer and associate at Pei Cobb Freed and Partners Architects prior to founding OPEN. She had also taught part time at the University of Hong Kong, and Tsinghua University in Beijing.']","[""'+86 10 84407533'""]",['office@openarch.com'],"[""'Building A103, No. 46 Fangjia Hutong'"", ""'Dongcheng District'"", ""'Beijing, CN, 100007'"", ""''""]"
Hudson Architects,"['From highly crafted modern houses to large scale education leisure or public projects, Hudson Architects is setting new standards in architectural design. While brief and budget vary hugely across the different sectors in which the practice is involved, our holistic approach always delivers distinctive and high quality buildings. Our response to all projects is characterised by rich spatial and material qualities, and a determination to address the many ways in which users and clients occupy the spaces we design.', 'We offer the full range of services of a RIBA registered practice and have excellent construction experience across the residential, education, leisure and civic sectors, and from bold contemporary design to sensitive interventions in historic buildings. We have built extensively across the UK, and have also completed several projects across Europe and in India.', 'As architects we take our responsibilities to the environment very seriously, and bring an excellent understanding of low energy and other low tech environmental solutions to our work.']","[""'01603 766 220'""]",['info@hudsonarchitects.co.uk'],"[""'37 St Andrews Street'"", ""'Norwich, GB, NR2 4TP'"", ""''""]"
The Fractal Group,[],"[""'212-228-5617'"", ""'212-228-5618'""]",[],"[""'New York, NY'"", ""''""]"
Bates Smart,"['Bates Smart is a multidisciplinary design firm delivering architecture, interior design, urban design and strategic services across Australia, with a staff of over 200 in studios in Melbourne and Sydney. Our award-winning projects transform the city fabric and the way people use and inhabit urban spaces and built environments.', 'We understand the social and economic forces currently shaping communities and their impact on built environments of the future. Our founders were the innovators of their time, and we are leaders in the debate on how and where we work, meet, live, learn and heal.\xa0', 'Our approach is not simply about making big gestures. We nurture and develop every size of project and all its elements, until the details complement and enhance the whole.', 'Bates Smart’s clients are the partners that make the work we do possible. We understand their commercial objectives and the risks that must be balanced to bring their projects to fruition successfully.', 'As we move forward energetically, our studios embrace the challenge of each project, questioning assumptions and testing solutions until we find their bespoke optimal outcome.', 'The approach that has delivered our transformational buildings is at the heart of all our projects, large and small; they are affirming, uniquely conceived for our clients, and beautiful.']","[""'+61 3 8664 6200'"", ""'+61 2 8354 5100'""]",[],"[""'1 Nicholson Street'"", ""'Melbourne, AU, 3000'"", ""''"", ""'43 Brisbane Street'"", ""'Surry Hills New South Wales'"", ""'Sydney, AU, 2010'"", ""''""]"
Mapos Architects,"['Mapos is an integrated team of architects, designers, and hard-to-label creative instigators who work with our clients and colleagues to develop multi-disciplinary services for creative concepts, architectural environments, and experiential branding.', 'Recognized as a leader in sustainable design, Mapos creates customized design processes that integrate community sustainability, effective technologies, and building systems. Established and emerging clients include Coca-Cola, Nike, MTV, Samsung, Fresh, the New York Stock Exchange, and Green Depot, who’s flagship store in New York City was the first retail project in New York State to achieve LEED Platinum.', 'Mapos LLC was conceived and founded by Colin Brice and Caleb Mulvena. Both are licensed architects and designers with over 35 years of combined experience.']","[""'2125295005'"", ""'2125295005'""]",['katie@studiomapos.com'],"[""'2 East Broadway, 7th Floor'"", ""'United States'"", ""'New York, NY, US, 10038'"", ""''""]"
shift architecture urbanism,"['Shift architecture urbanism is a Rotterdam based design office that operates both beyond the traditional boundaries of architecture and at the same time within the hard core of architecture. In both cases, we believe that architecture should be there to make a difference, or shouldn’t be there at all.', 'Shift stands for a proactive approach to relevant spatial issues shaping the contemporary environment. The office engages in self-initiated research-by-design studies on themes as transport, infrastructure, sports and (the public domain of) the city. In these studies, Shift visualizes future scenarios through specific spatial interventions charged with form, program and typology.', 'Shift strives for a craftsmanship attitude throughout each phase of the architectural process. Experiment and originality are balanced with skill and precision. Rather than on the newness, the focus is on performance. The office finds it its task to safeguard the integrality of each project. Shift takes responsibility for the architecture of the entire process: from sketch to realization.']","[""'0031104140181'""]",['info@shift-au.com'],"[""'Delftsestraat 9D'"", ""'Rotterdam, NL, 3013AB'"", ""''""]"
Reed Hilderbrand,"['Reed Hilderbrand practices landscape architecture as an art of purposeful transformation. Active since the mid-1990s, the firm is engaged in diverse commissions—urban centers, museum landscapes, academic campuses, commercial developments, and private residences—throughout North America and in Europe. More than seventy design awards distinguish this growing body of work, including ', '’s Best Landscape of 2015 Award and the American Society of Landscape Architect’s Firm of the Year Award. The firm’s monograph, ', '|', ', appeared in 2013, published by Metropolis Books.\xa0\xa0']",,,
Design Engine Architects,"['Since 2000, our Winchester-based studio has been sculpting award-winning, dynamic architecture in the education, business, public and private sectors, with projects in local, national and international arenas. Our signature lies not in formulae or style, but in unique high-quality design and technical resolution, where intensive research leads to responsible innovation.', 'We are challenging in our approach, believing that the potential for quality lies behind every unpromising beginning. So we do not always need big budgets to achieve big results, and we often exceed our clients’ expectations by achieving striking architecture from modest budgets. The professional delivery of our projects is important to us; so we monitor the quality and service of construction up to and beyond occupation.']","[""'01962 890111'""]",['mail@designengine.co.uk'],"[""'The Studios'"", ""'Coker Close'"", ""'Winchester, GB, SO22 5FF'"", ""''""]"
Woodford Sheppard Architecture,"['Woodford Sheppard Architecture is a design studio located in Newfoundland and Labrador, Canada and founded in 2013. The company works on small and medium scale projects throughout the Island and in Labrador. Our practice is focused on creating socially and culturally relevant designs in context that enhance experience of the natural landscape.', ""The studio team is comprised of designers with a variety of expertise. These range from environmental sustainability, heritage architecture and art history, to digital fabrication, sculpture, and building construction sciences. In 2015, WSA was selected for the Twenty + Change 'Next Generation' awards and exhibition."", 'Our body of work includes community centres, private residences, heritage restoration and adaptive reuse projects, as well as institutional park and recreational facilities. We provide a full range of services in the design process from concept to construction administration.']",,,
De Matos Ryan,"['De Matos Ryan is headed by partners Angus Morrogh-Ryan and José Esteves de Matos, both graduates of Cambridge and Harvard University. Founded in 1999, the practice first gained recognition in 2002 with the multi award-winning Cowley Manor Hotel & Spa, and has since established a strong reputation in hospitality and private residential design. De Matos Ryan combines expertise in architecture, interiors and landscape to create imaginative and well-detailed modern environments, producing work on a variety of scales. The practice is now working in the cultural sector and has recently completed the redevelopment of York Theatre Royal and the refurbishment of Sadler’s Wells Theatre; current projects include the new membership spaces for the British Library, and the redevelopment of St George’s Hall, Bradford, and York Mansion House.']","[""'+44 (0)20 7336 0100'""]",['mail@dematosryan.co.uk'],"[""'99-100 Turnmill Street'"", ""'London, GB, EC1M 5QP'"", ""''""]"
Aravia Design Limited,"['Aravia was found under the leadership of Kan Chan, with a mission to promote social and economical growth and sustainable lifestyle after years of international exposure. Our mission is to envisage and execute innovative sustainable projects that inspire social and economical growth in all scales globally.', 'Aravia team with her associated partners, have extensive experience of design, planning and marketing in China, East Africa, Europe, and the rest of the world.', ""It's our goal to design and execute desirable and financially viable projects to create pleasurable places and enhance living standards. We listen and observe to ensure the objective of our clients.""]",[],['info@aravia.com.hk'],"[""'Room 803, 8/F, Catic Building,  44 Tsun Yip Street'"", ""'Kwun Tong, Kowloon, Hong Kong'"", ""'Hong Kong, HK, 852'"", ""''""]"
EDA/ Echo Design + Architecture. P.C,"['Our work is about creating an identity borne from collaboration between the client’s vision and the project’s surrounding environment and aesthetic. Beginning with a rigorous design process, we bring to fruition the best possible outcome for each project until the appropriate solution is generated.', 'Our work is varied, eclectic, and exciting.', 'Staying within our client’s budget is a priority and we work hard to reconcile budgetary constraints with inevitable ebb and flow that happens in any project. We are passionate in our belief that the idea of “design” grows out of well informed, upfront planning and development. We consult from inception to completion; beginning with a comprehensive needs assessment through to construction and finally, occupancy.']","[""'917 338 0240'""]",['info@echoda.com'],"[""'119 West 24th St.'"", ""'New York, NY, US, 10011'"", ""''""]"
YARD Architects,"['YARD Architects are a creative studio based in London who like to make things. We have imagination, we have experience, we like to think we are fun to work with. We want our buildings to exceed your expectations and we want you to enjoy the process of working on a project together. Whether its a small or large project YARD offer the same attention to detail and commitment from concept to completion. YARD consists of highly creative RIBA Chartered architects with experience in delivering high-end residential projects. YARD was formed in 2014 after a thriving partnership between Simon and Jon at a previous practice, and a joint desire to deliver high quality, creative architecture for ambitious clients.']","[""'020 7407 8303'""]",['studio@yardarchitects.co.uk'],"[""'London, GB'"", ""''""]"
Amenta Emma Architects,"['Since our founding in 1985, Amenta Emma Architects has achieved an award-winning design reputation, as well as a reputation for technical strength.\xa0With locations in Hartford, Stamford, Boston and New Yok, we are a design-oriented firm with a wide range of projects including corporate, academic, mixed-use, retail, and senior living and healthcare.\xa0', 'Our clients receive strategic focus, inspired design talent, and extraordinary attention to detail from design through execution. Our approach is defined by the vitality we infuse into the creative process, and the collaborative environment we encourage.\xa0', 'We offer a comfortable working environments and our small size allows you to be intimately involved with a project from design conception through construction. We constantly seek ways to cultivate individuals’ interaction, creativity and growth within the firm.']","[""'860-549-4725'"", ""'860-549-1956'"", ""'212-508-4762'""]",['info@amentaemma.com'],"[""'242 Trumbull Street, Suite 201'"", ""'Hartford, CT, US, 06103'"", ""''"", ""'280 Summer Street'"", ""'Boston, MA, US, 02210'"", ""''"", ""'333 Hudson Street'"", ""'New York, NY, US, 10013'"", ""''""]"
